person_id,sex,age,income
598,1,12.0,
599,1,2.0,
600,0,1.0,
601,0,3.0,
602,1,1.0,
603,0,6.0,
604,1,2.0,
605,1,5.0,
606,1,7.0,
607,1,2.0,
608,1,0.0,
609,0,5.0,
610,1,3.0,
611,1,9.0,
612,0,3.0,
613,1,8.0,
614,0,5.0,
615,1,11.0,
616,0,9.0,
617,0,2.0,
618,1,10.0,
619,1,0.0,
620,1,11.0,
621,1,6.0,
622,0,7.0,
623,1,7.0,
624,0,10.0,-0.09527290234272089
625,0,11.0,0.3379535699933314
626,0,1.0,
627,1,9.0,
628,0,0.0,
629,1,8.0,
630,0,13.0,1.5807860908438993
631,0,3.0,
632,0,11.0,-0.6953396335230776
633,0,9.0,
634,1,1.0,
635,1,3.0,
636,1,7.0,
637,0,10.0,1.5870889370740489
638,1,9.0,
639,1,2.0,
640,1,7.0,
641,0,12.0,0.40043811487947506
642,0,8.0,
643,1,8.0,
644,1,4.0,
645,1,12.0,
646,1,14.0,
647,1,3.0,
648,1,2.0,
649,0,1.0,
650,1,2.0,
651,0,5.0,
652,1,5.0,
653,0,0.0,
654,1,8.0,
655,1,7.0,
656,1,9.0,
657,1,13.0,
658,0,3.0,
659,1,4.0,
660,1,9.0,
661,1,0.0,
662,1,9.0,
663,1,13.0,
664,0,3.0,
665,1,14.0,
666,1,9.0,
667,1,8.0,
668,1,8.0,
669,1,2.0,
670,0,14.0,-0.6418145875587414
671,1,13.0,
672,0,1.0,
673,1,6.0,
674,1,2.0,
675,1,0.0,
676,1,8.0,
677,0,12.0,-0.6926221975020497
678,1,12.0,
679,1,5.0,
680,0,4.0,
681,0,11.0,-0.5627558800719191
682,0,14.0,-0.4694866980716366
683,1,14.0,
684,1,1.0,
685,1,13.0,
686,1,13.0,
687,1,13.0,
688,0,13.0,-0.9429787966287079
689,1,11.0,
690,1,1.0,
691,0,4.0,
692,1,4.0,
693,1,5.0,
694,1,9.0,
695,0,11.0,-0.3586531509541748
696,1,10.0,
697,0,8.0,
698,1,13.0,
699,0,8.0,
700,0,0.0,
701,1,1.0,
702,1,2.0,
703,1,11.0,
704,1,6.0,
705,1,2.0,
706,1,9.0,
707,0,7.0,
708,1,6.0,
709,1,2.0,
710,1,12.0,
711,0,3.0,
712,1,3.0,
713,1,13.0,
714,1,6.0,
715,1,9.0,
716,1,2.0,
717,1,5.0,
718,0,14.0,0.5813591730005884
719,1,10.0,
720,0,6.0,
721,0,8.0,
722,1,1.0,
723,0,8.0,
724,0,6.0,
725,1,8.0,
726,1,13.0,
727,0,9.0,
728,1,2.0,
729,1,12.0,
730,1,3.0,
731,1,5.0,
732,0,1.0,
733,1,9.0,
734,0,2.0,
735,1,9.0,
736,1,2.0,
737,0,3.0,
738,1,9.0,
739,1,1.0,
740,1,12.0,
741,1,10.0,
742,1,4.0,
743,0,1.0,
744,1,6.0,
745,0,12.0,0.11220827271785544
746,1,14.0,
747,0,12.0,1.5988127102205738
748,0,14.0,0.30430567959512733
749,0,8.0,
750,1,1.0,
751,0,14.0,0.9287687328933728
752,1,2.0,
753,0,1.0,
754,1,5.0,
755,0,6.0,
756,0,6.0,
757,1,12.0,
758,0,9.0,
759,0,7.0,
760,1,5.0,
761,1,0.0,
762,1,13.0,
763,1,2.0,
764,1,1.0,
765,0,12.0,-1.890064241013992
766,1,4.0,
767,0,1.0,
768,1,1.0,
769,0,1.0,
770,0,0.0,
771,0,11.0,0.9911844589581342
772,0,2.0,
773,0,1.0,
774,1,7.0,
775,0,10.0,0.5476098176306101
776,1,7.0,
777,1,10.0,
778,0,0.0,
779,1,11.0,
780,0,3.0,
781,0,7.0,
782,1,9.0,
783,0,0.0,
784,0,8.0,
785,0,7.0,
786,0,6.0,
787,0,13.0,1.3874400614164746
788,1,4.0,
789,1,2.0,
790,1,9.0,
791,0,6.0,
792,1,3.0,
793,0,12.0,0.8696564647003973
794,1,3.0,
795,1,11.0,
796,1,2.0,
797,1,2.0,
798,1,3.0,
799,1,3.0,
800,1,0.0,
801,1,14.0,
802,0,0.0,
803,0,1.0,
804,1,14.0,
805,0,5.0,
806,1,10.0,
807,1,7.0,
808,0,2.0,
809,1,2.0,
810,1,12.0,
811,0,10.0,0.5418393251037328
812,0,11.0,0.5706552646301977
813,1,10.0,
814,1,13.0,
815,1,11.0,
816,0,6.0,
817,0,4.0,
818,1,3.0,
819,1,12.0,
820,1,7.0,
821,0,13.0,-0.2677426807372017
822,0,12.0,0.39242735549607893
823,0,8.0,
824,1,0.0,
825,0,11.0,-0.7126300388983264
826,0,9.0,
827,0,0.0,
828,0,2.0,
829,0,8.0,
830,1,2.0,
831,1,14.0,
832,1,12.0,
833,0,0.0,
834,1,1.0,
835,1,5.0,
836,0,10.0,-1.2510825198094822
837,1,14.0,
838,0,5.0,
839,1,8.0,
840,0,1.0,
841,1,2.0,
842,1,0.0,
843,1,8.0,
844,1,14.0,
845,0,6.0,
846,1,7.0,
847,1,6.0,
848,1,4.0,
849,0,11.0,1.7893962060023398
850,0,5.0,
851,0,0.0,
852,0,3.0,
853,0,4.0,
854,0,2.0,
855,0,1.0,
856,1,12.0,
857,0,8.0,
858,1,4.0,
859,0,1.0,
860,0,12.0,-0.38542737502404606
861,1,13.0,
862,1,10.0,
863,1,2.0,
864,0,7.0,
865,1,4.0,
866,1,11.0,
867,0,11.0,-0.33937719999794
868,0,5.0,
869,1,2.0,
870,0,0.0,
871,1,0.0,
872,0,1.0,
873,0,6.0,
874,1,7.0,
875,1,8.0,
876,1,2.0,
877,0,11.0,-0.4653767839296524
878,0,1.0,
879,1,3.0,
880,1,0.0,
881,0,2.0,
882,1,0.0,
883,0,14.0,-0.8543980754353178
884,1,0.0,
885,0,12.0,0.17840259925316965
886,0,12.0,0.23731164772086588
887,0,1.0,
888,0,10.0,0.7427861661062981
889,1,5.0,
890,1,3.0,
891,1,2.0,
892,1,4.0,
893,1,12.0,
894,0,1.0,
895,1,2.0,
896,0,6.0,
897,1,7.0,
898,1,10.0,
899,1,9.0,
900,1,0.0,
901,1,13.0,
902,0,14.0,0.24930998597507595
903,1,12.0,
904,0,8.0,
905,1,3.0,
906,0,6.0,
907,0,6.0,
908,0,5.0,
909,1,9.0,
910,0,14.0,-1.9315293250980572
911,1,12.0,
912,1,13.0,
913,0,2.0,
914,0,4.0,
915,0,1.0,
916,0,9.0,
917,1,10.0,
918,0,3.0,
919,1,8.0,
920,0,10.0,0.7929518975841817
921,0,10.0,-1.5376848226493998
922,0,6.0,
923,1,4.0,
924,0,10.0,1.3897142939008622
925,0,1.0,
926,1,0.0,
927,0,1.0,
928,1,4.0,
929,1,14.0,
930,0,1.0,
931,1,11.0,
932,0,13.0,1.1836559269554183
933,1,1.0,
934,1,12.0,
935,1,2.0,
936,1,8.0,
937,0,11.0,-1.23787039502056
938,1,4.0,
939,1,7.0,
940,0,7.0,
941,1,6.0,
942,1,13.0,
943,0,3.0,
944,1,3.0,
945,0,3.0,
946,0,0.0,
947,1,3.0,
948,0,8.0,
949,1,10.0,
950,1,9.0,
951,1,8.0,
952,1,3.0,
953,1,0.0,
954,1,2.0,
955,0,1.0,
956,0,13.0,2.135545601595113
957,0,3.0,
958,1,9.0,
959,1,13.0,
960,1,8.0,
961,1,14.0,
962,0,5.0,
963,1,9.0,
964,0,1.0,
965,1,11.0,
966,1,3.0,
967,1,11.0,
968,0,8.0,
969,1,2.0,
970,0,11.0,-0.1667210430129357
971,1,10.0,
972,0,12.0,-0.7169675793179096
973,0,6.0,
974,1,8.0,
975,0,10.0,-0.4438538195629017
976,0,5.0,
977,1,14.0,
978,0,4.0,
979,1,11.0,
980,1,8.0,
981,1,9.0,
982,1,6.0,
983,1,2.0,
984,1,4.0,
985,0,7.0,
986,0,7.0,
987,0,0.0,
988,0,2.0,
989,0,9.0,
990,1,11.0,
991,1,9.0,
992,1,1.0,
993,1,14.0,
994,0,9.0,
995,1,5.0,
996,0,13.0,0.6325447969724978
997,0,8.0,
998,0,1.0,
999,1,11.0,
